英文,中文
interlocked_fingers,联锁的手指
internal_cumshot,内部cumshot
interracial,跨种族
interspecies,种间
intravenous_drip,静脉滴注法
inverted_cross,倒十字
inverted_nipples,乳头
invisible_chair,看不见的椅子
invisible_penis,看不见的阴茎
iphone,iphone
ipod,ipod
iron_cross,铁十字
irrumatio,irrumatio
is_that_so,是这样吗？
island,岛
italian_flag,意大利国旗
italian_text,意大利的文本
ivy,艾薇
jack-o'-lantern,行踪不定的人
jack-o'_challenge,杰克的挑战
jackal_ears,豺的耳朵
jacket,夹克
jacket_around_waist,围腰夹克
jacket_on_shoulders,肩上的夹克
jacket_over_swimsuit,夹克外搭泳装
jacket_removed,夹克删除
jaggy_line,有缺口的线
jaguar_ears,捷豹耳朵
jaguar_print,捷豹印刷
jaguar_tail,捷豹的尾巴
japan,日本
japanese_armor,日本盔甲
japanese_clothes,日本的衣服
japanese_flag,日本国旗
japari_bun,japari包子
japari_symbol,japari象征
jar,jar
jealous,嫉妒
jeans,牛仔裤
jellyfish,水母
jersey,泽西
jester_cap,小丑帽
jet,飞机
jet_black_king_of_knights_ver._shinjuku_1999,黑色的骑士之王。新宿1999
jetpack,喷气背包
jeweled_branch_of_hourai,胡莱的宝石分支
jewelry,珠宝
jiangshi,jiangshi
jimiko,jimiko
jingle_bell,门铃
jitome,jitome
joestar_birthmark,joestar胎记
joints,关节
jojo_pose,乔乔构成
joystick,操纵杆
juice,汁
juice_box,果汁盒子
juliet_sleeves,朱丽叶的袖子
jumping,跳
jumpsuit,连身裤
jungle,丛林
k/da_(league_of_legends),K /da（英雄联盟）
kabedon,kabedon
kabuto,kabuto
kafuu_chino's_school_uniform,中国佬的校服
kagami_mochi,kagami麻吉
kaijuu,kaijuu
kalashnikov_rifle,卡拉什尼科夫步枪
kaleidostick,kaleidostick
kamina_shades,kamina阴影
kamiyama_high_school_uniform,神山高中校服
kanabou,kanabou
kaname_madoka_(cosplay),小冈名（cosplay）
kanji,汉字
kanshou_&_bakuya_(fate),Kanshou & bakuya（命运）
kanzashi,kanzashi
kappa,卡巴
kappougi,kappougi
karakasa_obake,karakasa obake
karaoke,卡拉ok
kariginu,kariginu
katana,武士刀
keep_out,遮挡
keizoku_military_uniform,Keizoku军装
keizoku_school_uniform,Keizoku校服
kemonomimi_mode,kemonomimi模式
kepi,凯皮
kerchief,手帕
kesa,克萨电工
ketchup,番茄酱
kettle,水壶
key,关键
key_necklace,关键的项链
keyboard_(computer),键盘(计算机)
keyboard_(instrument),键盘(仪器)
keychain,钥匙链
keyhole,锁眼
keystone,梯形
kibina_high_school_uniform,基比纳高中校服
kibito_high_school_uniform,基比托高中校服
kickboard,踢水板
kicking,踢
kigurumi,kigurumi
kikumon,菊纹
kimono,和服
kimono_lift,和服电梯
kimono_pull,和服拉
kimono_skirt,和服的裙子
kinchaku,kinchaku
kindergarten_uniform,幼儿园统一
kine,母牛
king_(chess),王(象棋)
kirisame_marisa_(cosplay),Kirisame marisa （cosplay）
kiseru,kiseru
kiss,吻
kissing_cheek,亲吻脸颊
kissing_hand,接吻的手
kita_high_school_uniform,北塔高中校服
kitauji_high_school_uniform,北藤高中校服
kitchen,厨房
kitchen_knife,菜刀
kitsune,kitsune
kittysuit,kittysuit
kiwame_(touken_ranbu),猕猴桃
kiyosumi_school_uniform,清清学校的校服
knee_boots,膝盖的靴子
knee_pads,护膝
knee_up,膝盖上
kneehighs,kneehighs
kneeling,跪着
kneepits,kneepits
knees,膝盖
knees_apart_feet_together,双膝分开双脚并拢
knees_on_chest,膝盖放在胸前
knees_to_chest,膝盖抵胸
knees_together_feet_apart,双膝并拢，两脚分开
knees_up,膝盖上
knife,刀
knight,骑士
knight_(chess),骑士(象棋)
knives_between_fingers,指间夹刀
kogal,kogal
koi,锦鲤
konohagakure_symbol,konohagakure象征
korean_clothes,韩国的衣服
korean_text,韩国文字
kotatsu,kotatsu
kote,kote
kotoyoro,kotoyoro
kouhaku_nawa,kouhaku那霸
kourindou_tengu_costume,kouindou tengu服装
kunai,kunai
kuromorimine_military_uniform,黑兵军服
kuromorimine_school_uniform,黑森小学校服
kusazuri,kusazuri
kyuubi,kyuubi
kyuudou,kyuudou
labcoat,labcoat
labia,阴唇
lace,花边
lace-trimmed_bra,蕾丝胸罩
lace-trimmed_dress,蕾丝礼服
lace-trimmed_gloves,蕾丝手套
lace-trimmed_hairband,蕾丝边丢
lace-trimmed_legwear,蕾丝边legwear
lace-trimmed_panties,蕾丝内裤
lace-trimmed_skirt,蕾丝的裙子
lace-trimmed_sleeves,蕾丝边的袖子
lace-up_boots,系带靴
lace_bra,蕾丝胸罩
lace_gloves,蕾丝手套
lace_panties,蕾丝内裤
lace_trim,花边
lactation,泌乳
lactation_through_clothes,衣服泌乳
ladder,梯
ladle,包
ladybug,瓢虫
laevatein_(touhou),laevatein (touhou)
lake,湖
lamia,拉弥亚
lamp,灯
lamppost,路灯柱
lance,兰斯
lance_of_longinus,朗吉纳斯的长矛
landscape,景观
lantern,灯笼
lanyard,绳
lap_pillow,腿上的枕头
lap_pillow_invitation,抱枕请柬
laptop,移动PC
large_areolae,大的乳晕
large_bow,大弓
large_breasts,大乳房
large_hat,大的帽子
large_insertion,大的插入
large_pectorals,大胸肌
large_penis,大阴茎
large_tail,大尾巴
large_testicles,大睾丸
large_wings,大翅膀
laser,激光
latex,乳胶
latex_bodysuit,乳胶紧身衣裤
latex_gloves,乳胶手套
latin_cross,拉丁十字架
laughing,笑
laundry,洗衣
laurel_crown,桂冠
lavender_background,薰衣草的背景
layered_bikini,分层的比基尼
layered_clothing,分层的服装
layered_dress,分层的衣服
layered_skirt,分层的裙子
layered_sleeves,分层的袖子
leaf,叶
leaf_background,叶的背景
leaf_hair_ornament,叶发饰
leaf_on_head,头朝叶
leaf_print,叶打印
leaf_umbrella,叶伞
leaning,倾斜
leaning_back,后仰
leaning_forward,身体前倾
leaning_on_object,倚靠物体
leaning_on_person,靠人
leaning_to_the_side,向一侧倾斜
leash,皮带
leash_pull,皮带拉
leather,皮革
leather_belt,皮带
leather_boots,皮靴
leather_gloves,皮手套
leather_jacket,皮夹克
leaves_in_wind,风中落叶
left-handed,左撇子
left-to-right_manga,从左到右的漫画
leg_armor,腿甲
leg_belt,腿带
leg_between_thighs,大腿之间的腿
leg_garter,腿袜带
leg_grab,腿抓
leg_hair,腿的头发
leg_hold,腿举行
leg_lift,腿举起
leg_lock,腿锁
leg_ribbon,腿丝带
leg_tattoo,腿上的纹身
leg_up,腿了
leg_warmers,护腿
leg_wrap,腿包装
legband,legband
leggings,紧身裤
legs,腿
legs_apart,两腿分开
legs_folded,腿折叠
legs_over_head,腿过头顶
legs_together,两腿并拢
legs_up,腿了
legwear_under_shorts,短裤内裤腿
lemon,柠檬
lemon_slice,柠檬片
lens_flare,眩光
leopard_ears,豹耳朵
leopard_print,豹纹
leopard_tail,豹的尾巴
leotard,紧身连衣裤
leotard_aside,紧身连衣裤放在一边
leotard_pull,紧身连衣裤拉
leotard_under_clothes,紧身衣里的衣服
letter,信
letterboxed,信箱
letterman_jacket,莱特曼夹克
lettuce,生菜
levitation,悬浮
library,图书馆
licking,舔
licking_another's_face,舔别人的脸
licking_armpit,舔腋下
licking_breast,舔乳房
licking_ear,舔耳朵
licking_finger,舔手指
licking_foot,舔脚
licking_lips,舔嘴唇
licking_nipple,舔乳头
licking_penis,舔阴茎
lifebuoy,救生圈
lifted_by_another,被另一个抬起来
lifted_by_self,自我提升
lifting,提升
lifting_person,提升人
light,光
light_areolae,光细隙
light_blue_eyes,浅蓝色的眼睛
light_blue_hair,浅蓝色头发
light_blush,光脸红
light_brown_eyes,浅棕色的眼睛
light_brown_hair,浅棕色头发
light_bulb,灯泡
light_censor,光审查
light_frown,光皱眉
light_green_hair,浅绿色头发
light_particles,光粒子
light_purple_eyes,淡紫色的眼睛
light_purple_hair,浅紫色头发
light_rays,光线
light_smile,光的笑容
light_trail,轻轨
lighter,轻
lighthouse,灯塔
lightning,闪电
lightning_bolt_symbol,闪电符号
lights,灯
lightsaber,光剑
lillian_girls'_academy_uniform,莉莉安女子学院制服
lily_(flower),莉莉(花)
lily_of_the_valley,铃兰
lily_pad,睡莲叶子
limited_palette,有限的调色板
linea_alba,白线
lineart,线条图
lineup,阵容
lingerie,内衣
linked_piercing,与穿刺
lion,狮子
lion_boy,狮子的男孩
lion_ears,狮子的耳朵
lion_girl,狮子女孩
lion_tail,狮子的尾巴
lip_biting,嘴唇咬
lip_piercing,嘴唇穿刺
lips,嘴唇
lipstick,口红
lipstick_mark,口红马克
lipstick_tube,口红管
liquid,液体
liquid_hair,液体的头发
listen!!,听! !
listening_to_music,听音乐
little_red_riding_hood_(grimm)_(cosplay),小红帽（格林）（cosplay）
living_clothes,生活的衣服
lizard,蜥蜴
lizard_tail,蜥蜴的尾巴
load_bearing_vest,承重背心
loafers,休闲鞋
lock,锁
locked_arms,锁着的手臂
locker,储物柜
locker_room,更衣室
log,日志
logo,标志
logo_parody,商标模仿
loincloth,缠腰布
lolita_fashion,洛丽塔时尚
lolita_hairband,洛丽塔丢
lollipop,棒棒糖
lonely,孤独的
long_bangs,长刘海
long_braid,长辫子
long_coat,长大衣
long_dress,长连衣裙
long_earlobes,长耳垂
long_eyelashes,长睫毛
long_fingernails,长指甲
long_hair,长头发
long_legs,长腿
long_neck,长脖子
long_pointy_ears,长长的尖耳朵
long_sideburns,长鬓角
long_skirt,长裙子
long_sleeves,长袖
long_tail,长尾
long_toenails,长指甲
long_tongue,长舌头
look-alike,类似的
looking_afar,看远处
looking_ahead,展望未来
looking_at_animal,看动物
looking_at_another,看另一个
looking_at_breasts,看乳房
looking_at_mirror,照镜子
looking_at_object,看物体
looking_at_penis,看阴茎
looking_at_phone,看手机
looking_at_viewer,看着观众
looking_away,看了
looking_back,回顾
looking_down,往下看
looking_outside,看外面
looking_over_eyewear,检查眼镜
looking_through_legs,透过腿看
looking_to_the_side,看向一边
looking_up,查找
loose_belt,宽松的皮带
loose_bowtie,松领结
loose_clothes,宽松的衣服
loose_necktie,宽松的领带
loose_shirt,宽松的衬衫
loose_socks,宽松的袜子
lotion,乳液
lotion_bottle,乳液瓶
lotus,莲花
lounge_chair,躺椅
loungewear,家常便服
love_letter,情书
low-tied_long_hair,低垂长发
low_neckline,低领口
low_ponytail,低马尾辫
low_tied_hair,低扎头发
low_twin_braids,低双辫子
low_twintails,低twintails
low_wings,低的翅膀
lower_body,下半身
lower_teeth,较低的牙齿
lowleg,lowleg
lowleg_bikini,lowleg比基尼
lowleg_panties,lowleg内裤
lowleg_pants,lowleg裤子
lowleg_skirt,lowleg裙子
lube,润滑油
luggage,行李
luna_nova_school_uniform,Luna nova校服
lute_(instrument),琵琶(仪器)
lying,说谎
lying_on_person,躺在人身上
lyrics,歌词
m4_carbine,m4卡宾枪
m16,m16
m1911,m1911
m_legs,米的腿
macaron,未曾
mace,梅斯
machine,机
machine_gun,机枪
machinery,机械
madoka_runes,阿圆符文
maebari,maebari
magatama,magatama
magatama_earrings,magatama耳环
magatama_necklace,magatama项链
magazine_(object),杂志(对象)
magazine_(weapon),杂志(武器)
magazine_cover,杂志封面
magic,魔法
magic_circle,魔术圈
magical_boy,神奇的男孩
magical_girl,神奇的女孩
magical_musket,神奇的步枪
magician,魔术师
magnifying_glass,放大镜
mahjong,麻将
mahjong_tile,麻将瓷砖
maid,女仆
maid_apron,女仆裙
maid_bikini,女仆比基尼
maid_day,女仆的一天
maid_headdress,女仆头巾
makeup,化妆
makizushi,makizushi
male_focus,男性的关注
male_hand,男性的手
male_masturbation,男性自慰
male_playboy_bunny,男花花公子兔
male_pubic_hair,男性阴毛
male_swimwear,男性泳衣
male_underwear,男性内衣
mallet,锤
mamemaki,mamemaki
mami_mogu_mogu,妈咪，妈咪
manakete,manakete
mandarin_orange,橘子
maneki-neko,招财猫
manga_(object),漫画(对象)
manga_cover,漫画封面
manly,男子气概的
map,地图
maple_leaf,枫叶
marker,标记
marker_(medium),标记(媒介)
mars_symbol,火星象征
marshmallow,棉花糖
mary_janes,玛丽琼斯
mascara,睫毛膏
mascot,吉祥物
mash_kyrielight_(dangerous_beast)_(cosplay),Mash kyrielight（危险的野兽）（cosplay）
mask,面具
mask_around_neck,围颈口罩
mask_on_head,头戴面具
mask_pull,面具拉
mask_removed,面具删除
masochism,受虐狂
massage,按摩
mast,桅杆
master_sword,主剑
masturbation,自慰
masturbation_through_clothing,通过衣服自慰
masu,masu
mat,垫
matching_outfit,匹配的衣服
mating_press,交配的新闻
mature_female,成熟女性
mature_male,成熟的男性
meat,肉
mecha,机甲
mecha_musume,机甲几位
mechanical_arms,机械手臂
mechanical_ears,机械的耳朵
mechanical_halo,机械的光环
mechanical_hands,机械的手
mechanical_horns,机械角
mechanical_legs,机械腿
mechanical_parts,机械零件
mechanical_pencil,自动铅笔
mechanical_tail,机械的尾巴
mechanical_wings,机械翅膀
mechanization,机械化
medal,金牌
medallion,大奖章
medical_eyepatch,医用眼罩
medium_breasts,媒介的乳房
medium_dress,媒介衣服
medium_hair,中等的头发
medium_skirt,媒介的裙子
mega_pokemon,大型宠物小精灵
megaphone,扩音器
megurigaoka_high_school_uniform,megigaoka高中校服
meiji_schoolgirl_uniform,明治女学生制服
meka_(overwatch),meka(看守)
melon,瓜
melon_bread,瓜饼
melting,融化
meme,meme
meme_attire,meme的服装
menu,菜单
mermaid,美人鱼
merry_christmas,圣诞快乐
messenger_bag,信使袋
messy,混乱的
messy_hair,凌乱的头发
messy_room,凌乱的房间
meta,元
metal_collar,金属环
micro_bikini,微比基尼
micro_panties,微的内裤
micro_shorts,微短裤
microdress,microdress
microphone,麦克风
microphone_stand,麦克风站
microskirt,microskirt
midair,半空中
middle_finger,中指
midriff,上腹部
midriff_peek,膈偷看
miko,巫女
mikumikudance,mikumikudance
milestone_celebration,里程碑式的庆祝活动
military,军事
military_hat,军事帽子
military_jacket,军装外套
military_operator,军事运营商
military_uniform,军装
military_vehicle,军用车辆
milk,牛奶
milk_bottle,牛奶瓶
milk_carton,牛奶盒
milking_machine,挤奶机
milky_way,银河系
millipen_(medium),millipen(媒介)
mimikaki,mimikaki
mind_control,精神控制
mini-hakkero,mini-hakkero
mini_crown,迷你皇冠
mini_hat,迷你的帽子
mini_top_hat,迷你礼帽
mini_wings,迷你的翅膀
mini_witch_hat,迷你女巫帽
miniboy,miniboy
minigirl,minigirl
miniskirt,迷你裙
minotaur,弥诺陶洛斯
miracle_mallet,奇迹锤
mirror,镜子
mismatched_bikini,不匹配的比基尼
mismatched_eyebrows,不匹配的眉毛
mismatched_footwear,不匹配的鞋子
mismatched_gloves,不匹配的手套
mismatched_legwear,不匹配legwear
mismatched_pubic_hair,不匹配的阴毛
mismatched_sleeves,不匹配的袖子
missile,导弹
missionary,传教士
misunderstanding,误解
mitakihara_school_uniform,三秋原校服
mitre,主教法冠
mitsudomoe_(shape),mitsudomoe(形状)
mittens,连指手套
mixed_bathing,混合沐浴
mixed_media,多媒体的使用
mixing_bowl,碗里
mmf_threesome,mmf三
moaning,呻吟
mob_cap,暴徒帽子
mobile_suit,机动战士
mochi,麻吉
mod3_(girls'_frontline),Mod3（女生前线）
model_kit,模型工具包
mohawk,莫霍克
mole,摩尔
mole_above_mouth,嘴巴上的鼹鼠
mole_on_ass,屁股上有鼹鼠
mole_on_body,身上有痣
mole_on_breast,乳房痣
mole_on_neck,脖子上的痣
mole_on_stomach,胃上的痣
mole_on_thigh,大腿上的痣
mole_under_eye,眼下痣
mole_under_mouth,口下痣
molestation,猥亵
molten_rock,熔融的岩石
money,钱
monitor,监控
monkey,猴子
monkey_ears,猴子的耳朵
monkey_tail,猴子的尾巴
monochrome,单色
monocle,单片眼镜
monocle_hair_ornament,单片发饰
monster,怪物
monster_boy,怪物男孩
monster_energy,怪物能源
monster_girl,怪物女孩
monsterification,monsterification
moon,月亮
moon_(ornament),月亮(装饰)
moonlight,月光
moose_ears,麋鹿的耳朵
mop,拖把
morning,早....
morning_glory,牵牛花
